image,caption
2300168895_a9b83e16fc.jpg,A brown dog sitting on grass
2300168895_a9b83e16fc.jpg,A dog sitting on grass .
2300168895_a9b83e16fc.jpg,Orange dog with knotted white rag on grass .
2300229745_af7a20c959.jpg,A brown and white dog playing on grass .
2300229745_af7a20c959.jpg,A brown and white dog runs through a grassy area .
2300229745_af7a20c959.jpg,A dog is playing on the green grass
2300229745_af7a20c959.jpg,"A dog with floppy ears runs on the grass , a fence behind it ."
2300229745_af7a20c959.jpg,A white dog is running with an orange fence behind him .
2301525531_edde12d673.jpg,A black and white dog is jumping in the snow at a park .
2301525531_edde12d673.jpg,A black and white dog running in a snowy park .
2301525531_edde12d673.jpg,A black and white dog runs over snow by a tree and bench .
2301525531_edde12d673.jpg,A small white and black dog jumping in the snow
2301525531_edde12d673.jpg,Black and white dog running in the snow .
2303016989_0deb96c8d9.jpg,A black and white dog is catching a red and green object in his mouth .
2303016989_0deb96c8d9.jpg,A black and white dog is running through the field to catch something in its mouth .
2303016989_0deb96c8d9.jpg,A dog catching a flexable Frisbee in its mouth .
2303016989_0deb96c8d9.jpg,A small black and white dog jumps with an object in its mouth .
2303016989_0deb96c8d9.jpg,The black and white dog leaps to catch a toy .
2303426046_09cfd7bc4e.jpg,A brown dog jumps in the air .
2303426046_09cfd7bc4e.jpg,A dog appearing to be malnourished is standing on his hind legs about to jump .
2303426046_09cfd7bc4e.jpg,A dog jumps high while outside .
2303426046_09cfd7bc4e.jpg,A dog jumps on a lawn .
2303426046_09cfd7bc4e.jpg,Large brown dog jumping over a bush in a grassy area .
2308271254_27fb466eb4.jpg,A grey dog chasing a brown dog in shallow water .
2308271254_27fb466eb4.jpg,A small black dog chasing a small fluffy brown dog just above water .
2308271254_27fb466eb4.jpg,Two dogs moving through water close to the shore .
2308271254_27fb466eb4.jpg,Two dogs playing in a lake .
2308271254_27fb466eb4.jpg,Two dogs playing on the shore .
2308978137_bfe776d541.jpg,A crowd of boys riding a vehicle .
2308978137_bfe776d541.jpg,A large group of people wearing similar clothing riding a single vehicle .
2308978137_bfe776d541.jpg,almost 2 dozen people are riding on the outside of a cart down a road
2308978137_bfe776d541.jpg,A vehicle crowded with people .
2308978137_bfe776d541.jpg,Many young men with backpacks are clinging to and riding on a vehicle .
2310233145_910cb5b4c8.jpg,A child in orange walking on wooden walkway built in a body of water .
2310233145_910cb5b4c8.jpg,Two children are running down a bridge across a lake .
2310233145_910cb5b4c8.jpg,Two children run along a boardwalk that crosses over a body of water .
2310233145_910cb5b4c8.jpg,Two children walking on a wooden pier over water .
2310233145_910cb5b4c8.jpg,Two children wearing orange walk across a long pier .
2312731013_1a3a8e25c6.jpg,A man and a dog are sitting on the pavement are sitting by a wall .
2312731013_1a3a8e25c6.jpg,A man and his husky sitting in the snow at the corner of a building .
2312731013_1a3a8e25c6.jpg,A man is sitting in the snow with his dog asking for spare change .
2312731013_1a3a8e25c6.jpg,A man sits outside in the snow with his dog and blue blanket .
2312731013_1a3a8e25c6.jpg,Person sitting in snow on a sidewalk holding small black dog and a husky laying beside him .
2312747482_20a81b2230.jpg,A child peeks his head out from some flowers .
2312747482_20a81b2230.jpg,A child with blue eyes sitting amid flowers .
2312747482_20a81b2230.jpg,A kid playing in a bunch of flowers .
2312747482_20a81b2230.jpg,The brown haired toddler is holding onto the edge of a flower pot in a garden .
2312747482_20a81b2230.jpg,This small child is in a garden with flowers all around .
2314722788_6262c3aa40.jpg,A black and brown dog are starring at each other .
2314722788_6262c3aa40.jpg,A dark brown dog and a light brown dog in a field stare at each other .
2314722788_6262c3aa40.jpg,Two dogs are facing each other in a grassy field .
2314722788_6262c3aa40.jpg,Two dogs are looking at each other .
2314722788_6262c3aa40.jpg,Two dogs confront each other in the middle of a field
2322327298_7948338390.jpg,A blond lab runs in the snow .
2322327298_7948338390.jpg,a dog runs through the snow .
2322327298_7948338390.jpg,A golden dog is running through the snow .
2322327298_7948338390.jpg,A tan dog walks across the snow .
2322327298_7948338390.jpg,Brown dog runs in snow .
2322593776_e6aaf69e80.jpg,A little boy is on top of a snow mound .
2322593776_e6aaf69e80.jpg,A little kid dressed in cold-weather gear is at the top of the snow mound .
2322593776_e6aaf69e80.jpg,A small boy playing in the snow .
2322593776_e6aaf69e80.jpg,Boy in winter gear stands on snow with outstretched arms .
2322593776_e6aaf69e80.jpg,The child is standing on top of a snowbank with their arms outstretched .
2326879311_555ebef188.jpg,A man in a red shirt is curled up on pavement outdoors .
2326879311_555ebef188.jpg,A man in a red sleeveless shirt curled up in front of a door .
2326879311_555ebef188.jpg,A man in red lays on the sidewalk next to a red brick building .
2326879311_555ebef188.jpg,a man sleeping on the street
2326879311_555ebef188.jpg,A ragged man sleeping behind a building .
2327088022_478dbd2c17.jpg,A man climbing an icy glacier with the assistance of a pick .
2327088022_478dbd2c17.jpg,A man donning an orange helmet is climbing up a white glacier .
2327088022_478dbd2c17.jpg,A man is chiseling into ice .
2327088022_478dbd2c17.jpg,A mountain climber wearing an orange helmet swings his Axe .
2327088022_478dbd2c17.jpg,An ice climber wearing an orange helmet is hacking the ice with his ice pick .
232874193_c691df882d.jpg,A black and brown furry dog is running in the grass .
232874193_c691df882d.jpg,a brown and black dog running through a grassy field
232874193_c691df882d.jpg,A large dog frolics in the grass .
232874193_c691df882d.jpg,A long haired black and brown dog runs through the grass .
232874193_c691df882d.jpg,Black dog running on green grass with mouth open .
2331510788_986809bbb4.jpg,A brown dog is up to its knees in snow .
2331510788_986809bbb4.jpg,A brown dog plays in the snow .
2331510788_986809bbb4.jpg,A dog plays in the snow .
2331510788_986809bbb4.jpg,A grey dog with a bobbed tail digs in snow .
2331510788_986809bbb4.jpg,A large gray dog is playing in the deep snow .
233270519_d60d4518fa.jpg,"A man in swim trunks hits a ball with a paddle , while on the beach ."
233270519_d60d4518fa.jpg,A man is batting a ball on the beach beside the ocean .
233270519_d60d4518fa.jpg,a muscular man in swim trunks plays paddle ball on the beach
233270519_d60d4518fa.jpg,Man in a bathing suit holding a paddle on the beach
233270519_d60d4518fa.jpg,The man is standing on the shore hitting a ball with a paddle .
2332986053_864db84971.jpg,A man in an orange shirt and a blue hardhat smiles .
2332986053_864db84971.jpg,A man smiling with a helmet on his head .
2332986053_864db84971.jpg,A man wearing a helmet and sunglasses smiles .
2332986053_864db84971.jpg,A man wearing an orange shirt and helmet .
2332986053_864db84971.jpg,A man with a blue helmet and orange shirt .
233327292_3bcbc3783f.jpg,A man in a grey suit kneels in front of a woman in a white dress .
233327292_3bcbc3783f.jpg,A man is removing a garter for a lady .
233327292_3bcbc3783f.jpg,A man putting a garter on a woman .
233327292_3bcbc3783f.jpg,a woman sitting in a chair while a man is removing her garter belt
233327292_3bcbc3783f.jpg,Man removing garter during wedding
2333584535_1eaf9baf3e.jpg,A group of sled dogs in harness is standing together in the snow .
2333584535_1eaf9baf3e.jpg,Four dogs playing in the snow .
2333584535_1eaf9baf3e.jpg,Four snow dogs are pulled together in the snow .
2333584535_1eaf9baf3e.jpg,"Pack of sled dogs in the snow , one barking ."
2333584535_1eaf9baf3e.jpg,Several dogs grouped together in a winter setting .
233361142_d9d5f0cae9.jpg,a black and brown dog staring off into the distance at something
233361142_d9d5f0cae9.jpg,"A black , brown , and tan dog jumps at the camera ."
233361142_d9d5f0cae9.jpg,A brown dog running through tall grass .
233361142_d9d5f0cae9.jpg,Dog in plants crouches to look at camera .
233361142_d9d5f0cae9.jpg,The black and white dog is running through the bushes .
2335634931_7e9e8c2959.jpg,A dog attacking a guy .
2335634931_7e9e8c2959.jpg,A dog biting a man who is falling to the ground .
2335634931_7e9e8c2959.jpg,A dog is jumping up at a large man who is wearing jeans and a blue and yellow jacket .
2335634931_7e9e8c2959.jpg,A man is being attacked by a German Shepherd .
2335634931_7e9e8c2959.jpg,Dog jumping onto a man in a yellow jacket .
2337809114_899ba61330.jpg,A boy and girl are placing a red blindfold over a woman 's eyes .
2337809114_899ba61330.jpg,A girl is blindfolded by a young boy and girl .
2337809114_899ba61330.jpg,A person being blindfolded by a girl and a boy .
2337809114_899ba61330.jpg,"Three kids play , one is blindfolded ."
2337809114_899ba61330.jpg,Two young children are playing with a teenage girl who is blindfolded .
2339573065_91f1e3be60.jpg,a broen haired woman wearing a black coat with coffee in her hand
2339573065_91f1e3be60.jpg,A girl holds her iced drink in her gloved-hand with a look of concentration on her face .
2339573065_91f1e3be60.jpg,A woman in black holding a cup of ice cream .
2339573065_91f1e3be60.jpg,This woman is dressed in black and holding a cup .
2339573065_91f1e3be60.jpg,"Woman in black with beverage , with blurry urban background ."
2346523971_d3f1e12ce4.jpg,Three girls dancing in front of a couple of musicians .
2346523971_d3f1e12ce4.jpg,Three girls in hats and dresses dance to music played by boys in the background .
2346523971_d3f1e12ce4.jpg,Three girls in western hats dance for a band .
2346523971_d3f1e12ce4.jpg,Three girls wear straw hats and dance on a stage .
2346523971_d3f1e12ce4.jpg,Three young girls in hats are dancing .
2346772831_b2748ba1f0.jpg,An adult is attending to child on a crowded path surrounding a body of water .
2346772831_b2748ba1f0.jpg,A woman bends over to attend to her child in a yellow jacket .
2346772831_b2748ba1f0.jpg,A woman wearing a backpack leans down to speak with a young child .
2346772831_b2748ba1f0.jpg,Children at the park with their parents .
2346772831_b2748ba1f0.jpg,Woman in yellow shirt bending over boy crouching on the ground .
2353102255_67d9d2e40a.jpg,A large dog stands over a smaller dog who has its mouth open .
2353102255_67d9d2e40a.jpg,A small black and brown dog growls at a larger black and brown dog .
2353102255_67d9d2e40a.jpg,Two black and brown dogs looking at each other .
2353102255_67d9d2e40a.jpg,Two black dogs play on carpet .
2353102255_67d9d2e40a.jpg,"Two rottweiler dogs indoors , the smaller one barking at the larger ."
2354064281_10afa38206.jpg,A black and brown dog with a brown dog in a grassy field with patches of white .
2354064281_10afa38206.jpg,a black dog is facing a brown dog in an open outdoor space .
2354064281_10afa38206.jpg,Two dogs are standing in a field of grass and dirt .
2354064281_10afa38206.jpg,Two dogs greet each other in a snowy grass field .
2354064281_10afa38206.jpg,Two dogs in a grassy field .
2355763034_9fb61a8165.jpg,A flautist plays the flute in a marching band
2355763034_9fb61a8165.jpg,A girl in a band is playing the flute .
2355763034_9fb61a8165.jpg,a girl in a red and black uniform is playing the flute as part of a marching band .
2355763034_9fb61a8165.jpg,A woman in a red uniform is playing the flute .
2355763034_9fb61a8165.jpg,Girl in uniform playing flute with marching band .
2355819665_39021ff642.jpg,A boy on a bike rides around the neighborhood .
2355819665_39021ff642.jpg,A child is riding a green bike and wearing an orange shirt and red helmet .
2355819665_39021ff642.jpg,A child rides a bicycle in a sunny neighborhood .
2355819665_39021ff642.jpg,Boy wearing safety gear rides green bike through suburban streets .
2355819665_39021ff642.jpg,The kid rides his green and black bike down the street .
2355880294_8f78a6fea6.jpg,Two athletic men climbing a waterfall .
2355880294_8f78a6fea6.jpg,Two men are climbing a rock face at a waterfall .
2355880294_8f78a6fea6.jpg,Two men climb up a waterfall using a rope while wearing shorts and hard hats .
2355880294_8f78a6fea6.jpg,Two men hanging from ropes over a waterfall .
2355880294_8f78a6fea6.jpg,Two men tethered by ropes climbing a hill where water is flowing .
2356574282_5078f08b58.jpg,A Arabian dressed lady leans backwards holding a skinny crooked sword .
2356574282_5078f08b58.jpg,A costumed woman with a sword does a backbend .
2356574282_5078f08b58.jpg,A woman bending over backwards .
2356574282_5078f08b58.jpg,A woman in a belly dancing outfit bending over backwards .
2356574282_5078f08b58.jpg,A woman in a dance costume is bending over backward and holding a sword .
2358898017_24496b80e8.jpg,A brown and white dog lays down in a grassy field .
2358898017_24496b80e8.jpg,A dog is crouching on the grass near a hurdle .
2358898017_24496b80e8.jpg,A dog races along the grassy track .
2358898017_24496b80e8.jpg,A tan and white dog is competing in an agility test .
2358898017_24496b80e8.jpg,Brown and white dog playing in the grass .
2363100645_c3423a0433.jpg,"A little girl playing the guitar , some flowers to the left ."
2363100645_c3423a0433.jpg,A little girl sitting on a bed playing a guitar .
2363100645_c3423a0433.jpg,A young girl in a pink room tries to play a black electric guitar .
2363100645_c3423a0433.jpg,A young girl plays guitar by pink walls .
2363100645_c3423a0433.jpg,A young girl plays the electric guitar on her bed .
2363540508_9dd1ccf7c7.jpg,A girl goes down a red slide .
2363540508_9dd1ccf7c7.jpg,A girl inside a long tubular slide .
2363540508_9dd1ccf7c7.jpg,"A little girl with long hear and something in her mouth , wearing light-colored clothing is sliding down a tunnel ."
2363540508_9dd1ccf7c7.jpg,A young girl going down a tube slide .
2363540508_9dd1ccf7c7.jpg,Young girl in tunnel slide
2367139509_1ee4530b28.jpg,A black and brown dog running outside .
2367139509_1ee4530b28.jpg,a brown and black dog running on a trail in the woods .
2367139509_1ee4530b28.jpg,a doggy runs in the dry grass .
2367139509_1ee4530b28.jpg,A dog running down a hill .
2367139509_1ee4530b28.jpg,A dog with a red collar runs in a forest in the middle of winter .
2369248869_0266760c4a.jpg,a brown and black dog running through a river
2369248869_0266760c4a.jpg,A dog is running through some water .
2369248869_0266760c4a.jpg,A dog running through the water right toward the camera .
2369248869_0266760c4a.jpg,A large black and white dog is running through the water .
2369248869_0266760c4a.jpg,There is a black dog running in a shallow river .
2369452202_8b0e8e25ca.jpg,"A crowd of people is standing around a red , white and blue hot air balloon as it is readied to launch into the blue sky ."
2369452202_8b0e8e25ca.jpg,A crowd of people watch as a Remax hot air balloon gets ready to take off .
2369452202_8b0e8e25ca.jpg,A hot air balloon just off the ground surrounded by people .
2369452202_8b0e8e25ca.jpg,A red hot air balloon lands in a field among a crowd .
2369452202_8b0e8e25ca.jpg,"people next to a red , white and blue hot air balloon that is on the grass"
2372572028_53b76104a9.jpg,A boy climbs into his toy car .
2372572028_53b76104a9.jpg,A child climbs into a go-kart .
2372572028_53b76104a9.jpg,A little boy in a blue coat is climbing into a red play truck .
2372572028_53b76104a9.jpg,a small boy in a blue jacket climbs into a power wheels vehicle
2372572028_53b76104a9.jpg,A small child wearing a blue coat climbing into a red toy car .
2374570771_c395fc224a.jpg,a black and white colored dog jumping around in a body of water .
2374570771_c395fc224a.jpg,A brown and white dog is running through the river .
2374570771_c395fc224a.jpg,A dog emerging from a lake .
2374570771_c395fc224a.jpg,A dog runs through a creek and spashes water .
2374570771_c395fc224a.jpg,a dog runs through the water .
2375924666_fee50f1cba.jpg,A brown dog holding a foam bat aiming for a ball .
2375924666_fee50f1cba.jpg,A brown dog in front of a white fence with a blue and red bat-shaped object in its mouth .
2375924666_fee50f1cba.jpg,A brown dog is playing with a blue and red bat in his mouth .
2375924666_fee50f1cba.jpg,A brown dog plays with a toy bat hanging out its mouth .
2375924666_fee50f1cba.jpg,"A long-haired dog is playing with a small , blue bat ."
2378127945_8dc9da82d7.jpg,"A dog is jumping through the air in an open , snow covered field ."
2378127945_8dc9da82d7.jpg,A dog jumps over the sand .
2378127945_8dc9da82d7.jpg,A little dog is leaping through the air over a snowy field .
2378127945_8dc9da82d7.jpg,Black dog jumps through snowy field .
2378127945_8dc9da82d7.jpg,There is a black dog jumping across sand .
2378149488_648e5deeac.jpg,A young boy in a paper crown is sitting in a shopping basket .
2378149488_648e5deeac.jpg,A young boy is wearing a paper crown while sitting in a grocery cart .
2378149488_648e5deeac.jpg,Boy with a red crown in a shopping cart .
2378149488_648e5deeac.jpg,Dark haired child wearing jacket and paper crown while sitting in shopping cart .
2378149488_648e5deeac.jpg,Kid wearing a paper crown sitting in a shopping cart .
2378356400_f6bde5d9b3.jpg,A little girl on a bouncey playground animal sits while a woman takes her picture .
2378356400_f6bde5d9b3.jpg,A woman and a child .
2378356400_f6bde5d9b3.jpg,A woman in a checked coat is taking a photograph of a little girl sitting on a fake tiger .
2378356400_f6bde5d9b3.jpg,A woman stands next to a child who is riding on a toy .
2378356400_f6bde5d9b3.jpg,The lady takes a picture of the little girl on the ride .
2379150102_157d718d1d.jpg,"A dog pees on the side of a fountain , another dog sniffs the wall , and one is being walked ."
2379150102_157d718d1d.jpg,Several dogs are walking around on a brick street .
2379150102_157d718d1d.jpg,Three dogs are on a cobblestone road .
2379150102_157d718d1d.jpg,Three dogs are together outdoors checking out a fountain .
2379150102_157d718d1d.jpg,three dogs walk near the fountain .
2381102729_12fc4d4c76.jpg,A dog jumps over some water .
2381102729_12fc4d4c76.jpg,a tan dog jumping across a stream
2381102729_12fc4d4c76.jpg,A tan dog jumps across some water while another dog watches .
2381102729_12fc4d4c76.jpg,the white dog jumps over a stream of water .
2381102729_12fc4d4c76.jpg,White dog leaping across a small body of water .
2385871317_44cde2f354.jpg,"A brown-haired girl wearing a yellow and pink shirt , and carrying a blue backpack is walking next to a blue wall ."
2385871317_44cde2f354.jpg,A girl beside a blue tarp wall wearing a backpack and a purse .
2385871317_44cde2f354.jpg,a girl on her way to class lined by a blue construction wall .
2385871317_44cde2f354.jpg,A girl wearing a blue backpack is walking beside a blue plastic fence .
2385871317_44cde2f354.jpg,A young girl wearing a yellow shirt with a blue backpack is walking next to a fence covered with a blue plastic cover .
2392625002_83a5a0978f.jpg,A dog wearing a cape is running through the snow .
2392625002_83a5a0978f.jpg,A dog wearing a cover runs in the snow .
2392625002_83a5a0978f.jpg,Dog in jacket running through snow
2392625002_83a5a0978f.jpg,Dog running though the snow in a green cover .
2392625002_83a5a0978f.jpg,Dog wearing a coat running in a snowy field .
2393264648_a280744f97.jpg,A child on the beach while a woman takes pictures nearby .
2393264648_a280744f97.jpg,A little girl in red at the beach while a adult points a camera .
2393264648_a280744f97.jpg,A man and a girl are at the shoreline while the man takes a picture and the girl hods a doll
2393264648_a280744f97.jpg,A woman is taking a photograph on a beach at the edge of the water while a girl stands in the foreground .
2393264648_a280744f97.jpg,A woman taking pictures of the surf and a child in the foreground .
2396746868_0727e06983.jpg,A boy going down a small blue slide .
2396746868_0727e06983.jpg,a kid sliding down a slide while another kid looks on
2396746868_0727e06983.jpg,A little boy is going down a blue slide .
2396746868_0727e06983.jpg,A little boy is watching another little boy ride on a blue slide .
2396746868_0727e06983.jpg,Two little blonde boys play on a slide in the backyard .
2400958566_4e09424046.jpg,A girl hiking in front of a waterfall
2400958566_4e09424046.jpg,A hiker carrying a backpack is walking past a waterfall .
2400958566_4e09424046.jpg,A hiker with a backpack is walking near a waterfall .
2400958566_4e09424046.jpg,A person crosses the stream in front of a waterfall .
2400958566_4e09424046.jpg,A woman is backpacking through a stream in front of a waterfall .
2402744031_11f9f2f2b8.jpg,"Hooded women at event , one seated next to a table with large glasses on it ."
2402744031_11f9f2f2b8.jpg,People shopping at an outdoor marketplace .
2402744031_11f9f2f2b8.jpg,Three women in headscarfs look at somthing out of frame .
2402744031_11f9f2f2b8.jpg,Two woman wearing black shoes stand together while a person sits behind them .
2402744031_11f9f2f2b8.jpg,Two women in black coats standing in front of a person sitting on a box on the ground .
2403078014_4b1d6f8bde.jpg,A boy riding a unicycle in the park .
2403078014_4b1d6f8bde.jpg,A person is riding a unicycle around orange cones .
2403078014_4b1d6f8bde.jpg,A person riding a large unicycle .
2403078014_4b1d6f8bde.jpg,A unicycle rider in the foreground with other cyclists in the background .
2403078014_4b1d6f8bde.jpg,A young person wearing a helmet rides a unicycle .
2403544744_cba152f5c1.jpg,A dog runs by two cows .
2403544744_cba152f5c1.jpg,A light brown dog is playing in front of two spotted cows .
2403544744_cba152f5c1.jpg,Dog herding cows
2403544744_cba152f5c1.jpg,Dog running in front of two white and brown cows .
2403544744_cba152f5c1.jpg,Two cows stand nearby while a dog races past both of them .
2406591500_403f145905.jpg,One young boy in a striped shirt is chasing another boy on a path through the jungle .
2406591500_403f145905.jpg,The children are walking on the path lined by trees .
2406591500_403f145905.jpg,Two boys are running on a path amoung green leafy trees .
2406591500_403f145905.jpg,Two boys run on a well maintained trail .
2406591500_403f145905.jpg,"Two young children , one in striped top , running down pathway surrounded by ferns ."
240696675_7d05193aa0.jpg,A brown dog is running in a grassy plain .
240696675_7d05193aa0.jpg,A brown dog runs along a path in the grass .
240696675_7d05193aa0.jpg,Dog running in field
240696675_7d05193aa0.jpg,Dog running on narrow dirt path .
240696675_7d05193aa0.jpg,The dog is running along a path that has been made through the uncut grass .
2407091303_931c918490.jpg,A child plays at a playground .
2407091303_931c918490.jpg,"A little boy stands wide-legged , each foot on each side of the tube slide ."
2407091303_931c918490.jpg,A little boy wearing a red shirt is standing on a slide .
2407091303_931c918490.jpg,A young boy climbing in a playhouse
2407091303_931c918490.jpg,Boy on playground equipment
2409597310_958f5d8aff.jpg,A boy and a baby in a ridable truck .
2409597310_958f5d8aff.jpg,Two children riding in a small child 's toy vehicle .
2409597310_958f5d8aff.jpg,Two little boys are driving past adults in their toy jeep .
2409597310_958f5d8aff.jpg,Two little boys ride in a toy truck .
2409597310_958f5d8aff.jpg,Two little boys sit in a toy car on the grass .
2410153942_ba4a136358.jpg,A man is in a truck that is lying on its side during a truck event .
2410153942_ba4a136358.jpg,A red and white car is overturned on a dirt track .
2410153942_ba4a136358.jpg,a red car has rolled over on a dirt track .
2410153942_ba4a136358.jpg,The vehicle is lying on its side with the driver inside .
2410153942_ba4a136358.jpg,This off-roading driver has tipped his truck .
241031254_0c6f30e3d1.jpg,a bearded man in a white shirt and black shorts is hiking on a woodland path .
241031254_0c6f30e3d1.jpg,A man in a white shirt is standing on a trail in the woods .
241031254_0c6f30e3d1.jpg,A man wearing a water pack and shorts on an outdoor trail .
241031254_0c6f30e3d1.jpg,A short stubby man with a backpack is standing in a forest
241031254_0c6f30e3d1.jpg,"This man , wearing a white t-shirt and black shorts , is standing on a path in the forest ."
2411824767_4eb1fae823.jpg,A brown and white dog leaps .
2411824767_4eb1fae823.jpg,A brown dog is jumping over a grassy mound near to a lake .
2411824767_4eb1fae823.jpg,"A corgi jumps off a bale of hay , m water and buildings behind it ."
2411824767_4eb1fae823.jpg,A dog jumps over hay .
2411824767_4eb1fae823.jpg,A small brown and white dog is jumping over bushels of hay .
241345427_ece0d186c2.jpg,A football player dodges a tackle from his opponent .
241345427_ece0d186c2.jpg,A football player in red chases a football player in blue .
241345427_ece0d186c2.jpg,A football player in red is trying to tackle another player who has the ball .
241345427_ece0d186c2.jpg,"A football player wears a jersey wuth the number "" 4 "" on it ."
241345427_ece0d186c2.jpg,The football player in the gold helmet is running .
241345721_3f3724a7fc.jpg,A man tackles another man while playing football .
241345721_3f3724a7fc.jpg,Men playing football .
241345721_3f3724a7fc.jpg,one football player in a red jersey jumping onto a player wearing a white jersey
241345721_3f3724a7fc.jpg,The American footballer wearing red is pushing the player in white to the ground .
241345721_3f3724a7fc.jpg,Two football players bang into each other during a football game .
241345844_69e1c22464.jpg,A coach speaking to a football player while everyone watches .
241345844_69e1c22464.jpg,A football player from OU talks to the coach about the game .
241345844_69e1c22464.jpg,A football player is talking to his coach .
241345844_69e1c22464.jpg,The coaching official and football player are talking in front a crowd and other team members .
241345844_69e1c22464.jpg,The coach talks it over with his quarterback during a timeout .
241346215_037e18403a.jpg,A horse mascot gives high fives to some football fans .
241346215_037e18403a.jpg,A horse mascot stands in front of several kids .
241346215_037e18403a.jpg,A mascot at a sporting event waves to the crowd .
241346215_037e18403a.jpg,A team mascot raising its hands toward people .
241346215_037e18403a.jpg,Oklahoma horse mascot in a sea of red fans
241346580_b3c035d65c.jpg,A group of men play a college football game .
241346580_b3c035d65c.jpg,A red team and a white team are playing football .
241346580_b3c035d65c.jpg,Football players avoiding a fumble .
241346580_b3c035d65c.jpg,The football player in red is running with the all towards the player in white .
241346580_b3c035d65c.jpg,"The football players are wearing red and white , and the crowd is also wearing red and white ."
241347114_6273736da8.jpg,A red uniformed football player tackles an opposing player .
241347114_6273736da8.jpg,One football player is tackling another player .
241347114_6273736da8.jpg,there are two football players in red jerseys tackling a man wearing a white jersey
241347114_6273736da8.jpg,Three football players and two are fighting for the ball .
241347114_6273736da8.jpg,Two football players are tackling one player of the opposite team .
241347214_5f19e7998c.jpg,A Sooners football player in his red and white uniform being lifted by two teamates dressed the same .
241347214_5f19e7998c.jpg,Football players in red and white are jumping and hugging .
241347214_5f19e7998c.jpg,The football players in the red and white team uniforms are jumping up and down .
241347214_5f19e7998c.jpg,Three athletes in red and white uniforms and helmets .
241347214_5f19e7998c.jpg,Three football players wearing red jerseys are on the field .
241347580_a1e20321d3.jpg,Two blonde girls wear sports jerseys while watching a game together .
241347580_a1e20321d3.jpg,Two girls sit near a wall and watch a sporting event .
241347580_a1e20321d3.jpg,"Two girls wearing red jerseys , each with long light brown hair , sit in the stands ."
241347580_a1e20321d3.jpg,"Two young , blonde girls in red and white ball uniforms with people behind them ."
241347580_a1e20321d3.jpg,Two young girls appear to be at attention during the national anthem .
241347823_6b25c3e58e.jpg,A closeup photo of a football player for the Sooners team who is wearing a red jersey with the number 19 .
241347823_6b25c3e58e.jpg,A football player with a red Sooners jersey on .
241347823_6b25c3e58e.jpg,A man wearing a red football uniform and gray gloves looks to the left .
241347823_6b25c3e58e.jpg,An American footballer is wearing a red and white strip .
241347823_6b25c3e58e.jpg,Man in playing football in Sooners jersey number 19
2414710960_a4cde4af60.jpg,a black and white dog wearing a blue shirt carrying a toy in its mouth .
2414710960_a4cde4af60.jpg,A brown dog with a blue suit on is playing with a toy over fake grass .
2414710960_a4cde4af60.jpg,A dog in a blue sweater leaps while holding an object in its mouth .
2414710960_a4cde4af60.jpg,A dog wearing a blue sweater holds a yellow toy in its mouth .
2414710960_a4cde4af60.jpg,The black dog is wearing a blue jacket and playing with a toy .
2415803492_56a673dc25.jpg,A man and a girl stand in front of a large crowd .
2415803492_56a673dc25.jpg,A man dances with a girl .
2415803492_56a673dc25.jpg,A man in a suit dances with a young girl in front of an audience .
2415803492_56a673dc25.jpg,A man wearing black dances with a young girl wearing a pink shirt .
2415803492_56a673dc25.jpg,The man wearing the blues brothers suit is dancing with the little girl in the pink top .
2420696992_22e0dd467d.jpg,A child in an orange shirt sitting on a blue and white toy car .
2420696992_22e0dd467d.jpg,A little boy with an orange shirt is riding his blue and white toy car .
2420696992_22e0dd467d.jpg,A small child on a blue toy is wearing an orange shirt .
2420696992_22e0dd467d.jpg,A toddler boy is riding a push car designed as a police car in a home .
2420696992_22e0dd467d.jpg,The boy is riding on a toy truck .
2421446839_fe7d46c177.jpg,"A dog jumps up towards a woman in a car , while another dog is outside the car ."
2421446839_fe7d46c177.jpg,An orange dog and a little white dog with black spots are next to a white car .
2421446839_fe7d46c177.jpg,A small black and white dog jumps at a woman in a white jeep while a golden dog follows beside them .
2421446839_fe7d46c177.jpg,A small dog jumps by a car to reach a lady 's face while another dog watches .
2421446839_fe7d46c177.jpg,White and black dog jumps at someone through car window .
2423085253_6c19149855.jpg,A child running outside with a bright colored ball next to her .
2423085253_6c19149855.jpg,A little girl in a red and white shirt is playing with a inflatable ball .
2423085253_6c19149855.jpg,A little girl is running by a colorful ball on the grass .
2423085253_6c19149855.jpg,"A little girl , running in the grass , kicking a beach ball ."
2423085253_6c19149855.jpg,The girl is running on the grass next to a colorful toy .
242558556_12f4d1cabc.jpg,A blonde woman with her hair up is taking off a white sweatshirt .
242558556_12f4d1cabc.jpg,A blond haired lady in white poses for the camera .
242558556_12f4d1cabc.jpg,A girl with a white sweatshirt and blond hair is smiling .
242558556_12f4d1cabc.jpg,A woman poses for a picture outdoors .
242558556_12f4d1cabc.jpg,A woman with blonde hair is smiling and putting on a white sweater .
2427558437_3e839056d7.jpg,A big dog and a little dog stand near each other near the water .
2427558437_3e839056d7.jpg,A large brown dog and a small brown dog are standing near each other beside a body of water .
2427558437_3e839056d7.jpg,The two dogs are walking past each other on a beach
2427558437_3e839056d7.jpg,Two brown dogs together standing on the bank of a lake .
2427558437_3e839056d7.jpg,Two dogs pass each other near some water .
2428751994_88a6808246.jpg,A black and white dog runs over the green grass .
2428751994_88a6808246.jpg,A brown and white dog is running on the grass .
